type,title,director,cast,country,release_year,rating,listed_in,added_year,added_month,duration_num,duration_unit,description
Movie,Archive in Glass,James Rodriguez,"David Miller, Henry Rodriguez",United States,2014,PG,Anime Features,2020,8,94,min,"In 94 min, this warm anime features from United States (2014, PG) follows characters caught in a personal reckoning on the edge of collapse. As the pressure builds, someone unravels a cover-up, and everything changes overnight. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Season within Glass,Skyler Carter,"Alex Walker, Reese Parker",Other,2020,TV-Y,Crime TV Shows,2020,2,4,Seasons,"Across 4 seasonss, this darkly funny crime tv shows from Other (2020, TV-Y) follows characters caught in a race against time in a tight-knit community. As the pressure builds, someone faces a countdown, and a plan goes sideways. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The midnight equation,Ryan Miller,"Ava Wilson, Olivia Martin",United States,2016,PG-13,Action & Adventure,2021,5,92,min,"In 92 min, this sharp-edged action & adventure from United States (2016, PG-13) follows characters caught in a daring rescue across remote backroads. As the pressure builds, someone risks everything, and everything changes overnight. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Line within Shadows,Rowan Hayes,"Quinn Bennett, Parker Sullivan",Other,2013,TV-PG,British TV Shows,2018,4,1,Season,"Across 1 season, this warm british tv shows from Other (2013, TV-PG) follows characters caught in a sharp political feud under bright studio lights. As the pressure builds, someone risks everything, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Line within Rain,Jordan Coleman,"Quinn Collins, Cameron Collins",Mexico,2016,TV-14,Anime Series,2017,6,1,Season,"Across 1 season, this darkly funny anime series from Mexico (2016, TV-14) follows characters caught in an unexpected friendship on the edge of collapse. As the pressure builds, someone chases a lead, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Final Season,Casey Carter,"Kai King, Quinn Miller",Egypt,2010,R,Horror Movies,2016,6,76,min,"In 76 min, this stylish horror movies from Egypt (2010, R) follows characters caught in a night that won't end across remote backroads. As the pressure builds, someone protects what matters most, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Mirror without Shadows,Sota Hayashi,"Mei Watanabe, Akari Yamaguchi",Japan,2021,TV-MA,Reality TV,2021,1,2,Seasons,"Across 2 seasonss, this stylish reality tv from Japan (2021, TV-MA) follows characters caught in a personal reckoning in a crowded city. As the pressure builds, someone unravels a cover-up, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Garden Files,Reese Bennett,"Cameron Bennett, Alex Stone",Other,2008,TV-14,Documentaries,2018,10,214,min,"In 214 min, this quietly emotional documentaries from Other (2008, TV-14) follows characters caught in a surprising archive on the edge of collapse. As the pressure builds, someone risks everything, and everything changes overnight. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Glass Equation,Jack Garcia,"Zoe Johnson, Henry Hernandez",United States,2009,TV-14,Comedies,2021,8,116,min,"In 116 min, this fast-paced comedies from United States (2009, TV-14) follows characters caught in an awkward reunion in a tight-knit community. As the pressure builds, someone protects what matters most, and the past bites back. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,The final road,Casey Reed,"Jamie Bennett, Kai Miller",Other,2018,TV-MA,Crime TV Shows,2019,2,1,Season,"Across 1 season, this quietly emotional crime tv shows from Other (2018, TV-MA) follows characters caught in a strange discovery across remote backroads. As the pressure builds, someone unravels a cover-up, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Line Files,Ethan Jackson,"Zoe Davis, Ava Brown",United States,2018,TV-14,Documentaries,2018,4,105,min,"In 105 min, this darkly funny documentaries from United States (2018, TV-14) follows characters caught in a deep investigation under bright studio lights. As the pressure builds, someone risks everything, and the clock runs out. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,House without Rain,Morgan Rivers,"Morgan Bennett, Skyler Rivers",Thailand,2018,TV-PG,Anime Features,2018,9,100,min,"In 100 min, this darkly funny anime features from Thailand (2018, TV-PG) follows characters caught in a buried secret behind closed doors. As the pressure builds, someone risks everything, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Strange Archive,Skyler Collins,"Sam Bennett, Kai Stone",Other,2017,TV-MA,Crime TV Shows,2017,9,5,Seasons,"Across 5 seasonss, this fast-paced crime tv shows from Other (2017, TV-MA) follows characters caught in a strange discovery across remote backroads. As the pressure builds, someone unravels a cover-up, and the past bites back. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,The shadow archive,Kai Gray,"Casey Sullivan, Sasha King",Brazil,2019,TV-MA,International TV Shows,2019,11,1,Season,"Across 1 season, this fast-paced international tv shows from Brazil (2019, TV-MA) follows characters caught in a buried secret behind closed doors. As the pressure builds, someone risks everything, and a stranger arrives. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Cold Ritual,Drew Ward,"Skyler King, Alex Coleman",Canada,2018,TV-14,International TV Shows,2018,7,2,Seasons,"Across 2 seasonss, this grounded international tv shows from Canada (2018, TV-14) follows characters caught in a race against time in a crowded city. As the pressure builds, someone unravels a cover-up, and the truth has a price. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Equation Files,Charlie Brooks,"Avery Coleman, Charlie Bennett",Other,2014,TV-G,Documentaries,2021,8,64,min,"In 64 min, this tense documentaries from Other (2014, TV-G) follows characters caught in a controversial figure in a crowded city. As the pressure builds, someone faces a countdown, and old wounds reopen. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Princess Promise,Noah Martin,"Jessica Martinez, Lucas Moore",United States,2012,TV-Y,Kids' TV,2016,10,2,Seasons,"Across 2 seasonss, this darkly funny kids' tv from United States (2012, TV-Y) follows characters caught in a personal reckoning in a tight-knit community. As the pressure builds, someone must decide who to trust, and a pact is tested. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Storm Files,Alex King,"Avery Foster, Avery Campbell",Argentina,2017,TV-14,Documentaries,2018,11,83,min,"In 83 min, this sharp-edged documentaries from Argentina (2017, TV-14) follows characters caught in a surprising archive on the edge of collapse. As the pressure builds, someone chases a lead, and a plan goes sideways. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Magic House,Emerson Parker,"Reese Gray, Reese Parker","United Kingdom, United States",2019,TV-PG,Children & Family Movies,2020,2,71,min,"In 71 min, this fast-paced children & family movies from United Kingdom, United States (2019, TV-PG) follows characters caught in an unexpected friendship across remote backroads. As the pressure builds, someone chases a lead, and a secret resurfaces. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Ritual without Ash,Avery Campbell,"Riley Morgan, Jordan Bennett",Other,2014,TV-MA,Dramas,2020,6,125,min,"In 125 min, this warm dramas from Other (2014, TV-MA) follows characters caught in a second chance behind closed doors. As the pressure builds, someone chases a lead, and the past bites back. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Road beyond Rain,Morgan Bennett,"Reese Parker, Casey King",Other,2017,TV-14,Comedies,2018,10,106,min,"In 106 min, this sharp-edged comedies from Other (2017, TV-14) follows characters caught in a mistaken identity behind closed doors. As the pressure builds, someone unravels a cover-up, and the clock runs out. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,A glass heist,Riley Sullivan,"Cameron Coleman, Sasha Carter",Philippines,2016,TV-14,Dramas,2018,10,130,min,"In 130 min, this stylish dramas from Philippines (2016, TV-14) follows characters caught in a quiet revenge on the edge of collapse. As the pressure builds, someone protects what matters most, and old wounds reopen. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Neon Witness,Olivia Miller,"Ryan Williams, James Martin",United States,2016,R,Dramas,2020,1,71,min,"In 71 min, this sharp-edged dramas from United States (2016, R) follows characters caught in a public scandal behind closed doors. As the pressure builds, someone unravels a cover-up, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,Broken Code,Lucas Anderson,"Daniel Thomas, Michael Williams",United States,2016,TV-MA,Movies,2018,6,12,min,"In 12 min, this darkly funny movies from United States (2016, TV-MA) follows characters caught in a buried secret across remote backroads. As the pressure builds, someone risks everything, and a plan goes sideways. Secrets surface, alliances shift, and the ending rewards careful attention."
Movie,The Heist Files,Cameron Parker,"Charlie Stone, Taylor Bennett",Other,2019,TV-14,Documentaries,2021,6,77,min,"In 77 min, this darkly funny documentaries from Other (2019, TV-14) follows characters caught in a deep investigation on the edge of collapse. As the pressure builds, someone protects what matters most, and nothing is what it seems. Secrets surface, alliances shift, and the ending rewards careful attention."
TV Show,Witness after Rain,Leo Wright,"Charlie Thompson, Amelia Smith",United Kingdom,2017,TV-MA,International TV Shows,2018,8,1,Season,"Across 1 season, this grounded international tv shows from United Kingdom (2017, TV-MA) follows characters caught in an unexpected friendship under bright studio lights. As the pressure builds, someone must decide who to trust, and a plan goes sideways. Secrets surface, alliances shift, and the ending rewards careful attention."
